country,happiness_rank,happiness_score,economy_gdp_per_capita,health_life_expectancy,freedom,trust_government_corruption,generosity,year
Uzbekistan,42,6.179,8.836,0.5891834942932395,0.97,0.515,0.311,2021
Chile,43,6.172,10.071,0.755820895522388,0.742,0.83,-0.044,2021
Poland,44,6.166,10.382,0.745355575065847,0.841,0.735,-0.165,2021
Kazakhstan,45,6.152,10.155,0.5872519754170324,0.853,0.733,-0.069,2021
Romania,46,6.14,10.284,0.6629323968393328,0.845,0.938,-0.219,2021
Kuwait,47,6.106,10.817,0.646953467954346,0.867,0.736,-0.104,2021
Serbia,48,6.078,9.787,0.7066549604916591,0.778,0.835,0.002,2021
El Salvador,49,6.061,9.054,0.6294644424934153,0.888,0.688,-0.11,2021
Mauritius,50,6.049,10.008,0.6399648814749778,0.867,0.789,-0.054,2021
Latvia,51,6.032,10.315,0.6539771729587355,0.715,0.8,-0.162,2021
Colombia,52,6.012,9.557,0.685618964003512,0.837,0.841,-0.135,2021
Hungary,53,5.992,10.358,0.6855838454784898,0.755,0.876,-0.186,2021
Thailand,54,5.985,9.805,0.6645478489903421,0.884,0.895,0.287,2021
Nicaragua,55,5.972,8.62,0.6735381913959612,0.836,0.664,0.02,2021
Japan,56,5.94,10.611,0.9349253731343281,0.796,0.638,-0.258,2021
Argentina,57,5.929,9.962,0.7207023705004388,0.828,0.834,-0.182,2021
Portugal,58,5.929,10.421,0.8471290605794554,0.892,0.887,-0.244,2021
Honduras,59,5.919,8.648,0.6610008779631253,0.857,0.809,0.081,2021
Croatia,60,5.882,10.217,0.7838805970149255,0.754,0.939,-0.118,2021
Philippines,61,5.88,9.076,0.4748726953467954,0.917,0.742,-0.097,2021
South Korea,62,5.845,10.651,0.8927831431079896,0.672,0.727,-0.083,2021
Peru,63,5.84,9.458,0.6943634767339771,0.822,0.891,-0.154,2021
Bosnia and Herzegovina,64,5.813,9.59,0.6890254609306408,0.706,0.931,0.113,2021
Moldova,65,5.766,9.454,0.6047761194029849,0.822,0.918,-0.079,2021
Ecuador,66,5.764,9.313,0.713678665496049,0.842,0.843,-0.124,2021
Kyrgyzstan,67,5.744,8.538,0.559192273924495,0.935,0.908,0.119,2021
Greece,68,5.723,10.279,0.8471290605794554,0.582,0.823,-0.288,2021
Bolivia,69,5.716,9.046,0.5416330114135207,0.875,0.839,-0.077,2021
Mongolia,70,5.677,9.4,0.4924319578577699,0.708,0.856,0.116,2021
Paraguay,71,5.653,9.448,0.6118349429323969,0.876,0.882,0.028,2021
Montenegro,72,5.581,9.94,0.7101316944688322,0.708,0.812,-0.034,2021
Dominican Republic,73,5.545,9.802,0.6189288849868306,0.86,0.714,-0.133,2021
North Cyprus,74,5.536,10.576,0.8927129060579453,0.795,0.626,0.012,2021
Belarus,75,5.534,9.853,0.6242317822651448,0.65,0.627,-0.18,2021
Russia,76,5.477,10.189,0.5697980684811238,0.718,0.845,-0.111,2021
Hong Kong S.A.R. of China,77,5.477,11.0,0.9953292361720805,0.717,0.403,0.067,2021
Tajikistan,78,5.466,8.091,0.5549780509218614,0.832,0.553,-0.056,2021
Vietnam,79,5.411,8.973,0.6867778753292363,0.94,0.796,-0.098,2021
Libya,80,5.41,9.622,0.48540825285337996,0.771,0.667,-0.087,2021
Malaysia,81,5.384,10.238,0.6540474100087796,0.895,0.839,0.125,2021
Indonesia,82,5.345,9.365,0.48316066725197526,0.873,0.867,0.542,2021
Congo (Brazzaville),83,5.342,8.117,0.34215978928884966,0.695,0.745,-0.068,2021
China,84,5.339,9.673,0.7415276558384548,0.904,0.755,-0.146,2021
Ivory Coast,85,5.306,8.551,0.05745390693590854,0.741,0.794,-0.016,2021
Armenia,86,5.283,9.487,0.6523968393327482,0.825,0.629,-0.168,2021
Nepal,87,5.269,8.12,0.5532923617208078,0.782,0.727,0.152,2021
Bulgaria,88,5.266,10.016,0.6504653204565407,0.788,0.932,-0.096,2021
Maldives,89,5.198,9.826,0.7768920105355572,0.854,0.825,0.024,2021
Azerbaijan,90,5.171,9.569,0.6032660228270413,0.814,0.506,-0.223,2021
Cameroon,91,5.142,8.189,0.17689201053555748,0.731,0.848,0.026,2021
Senegal,92,5.132,8.118,0.39768217734855127,0.695,0.801,-0.046,2021
Albania,93,5.117,9.52,0.7206672519754168,0.785,0.901,-0.03,2021
North Macedonia,94,5.101,9.693,0.5968744512730466,0.751,0.905,0.038,2021
Ghana,95,5.088,8.58,0.31985952589991207,0.807,0.848,0.123,2021
Niger,96,5.074,7.098,0.186198419666374,0.806,0.693,0.018,2021
Turkmenistan,97,5.066,9.629,0.48923617208077247,0.877,0.888,0.273,2021
Gambia,98,5.051,7.686,0.23466198419666356,0.697,0.746,0.424,2021
Benin,99,5.045,8.087,0.21896400351185247,0.757,0.661,-0.034,2021
Laos,100,5.03,8.947,0.3683933274802459,0.91,0.658,0.123,2021
Bangladesh,101,5.025,8.454,0.5732045654082527,0.877,0.682,-0.041,2021
Guinea,102,4.984,7.838,0.2293239683933275,0.697,0.766,0.095,2021
South Africa,103,4.956,9.403,0.295908691834943,0.749,0.86,-0.067,2021
Turkey,104,4.948,10.24,0.6574539069359085,0.576,0.776,-0.139,2021
Pakistan,105,4.934,8.458,0.35929762949956107,0.726,0.787,0.098,2021
Morocco,106,4.918,8.903,0.622651448639157,0.774,0.801,-0.236,2021
Venezuela,107,4.892,9.073,0.6399297629499561,0.615,0.827,-0.169,2021
Georgia,108,4.891,9.585,0.5556453028972781,0.783,0.655,-0.238,2021
Algeria,109,4.887,9.342,0.6155223880597013,0.48,0.752,-0.067,2021
Ukraine,110,4.875,9.436,0.5767866549604916,0.724,0.924,-0.011,2021
Iraq,111,4.854,9.24,0.42510974539069346,0.63,0.875,-0.053,2021
Gabon,112,4.852,9.603,0.40330114135206324,0.731,0.84,-0.2,2021
Burkina Faso,113,4.834,7.678,0.19922739244951718,0.695,0.748,-0.009,2021
Cambodia,114,4.83,8.36,0.4748726953467954,0.959,0.843,0.034,2021
Mozambique,115,4.794,7.158,0.2187181738366989,0.882,0.684,0.061,2021
Nigeria,116,4.759,8.533,0.057032484635645135,0.737,0.878,0.037,2021
Mali,117,4.723,7.744,0.12259877085162421,0.697,0.827,-0.036,2021
Iran,118,4.721,9.584,0.6258823529411763,0.608,0.714,0.218,2021
Uganda,119,4.636,7.677,0.26770851624231773,0.709,0.855,0.122,2021
Liberia,120,4.625,7.288,0.28165057067603144,0.735,0.85,0.05,2021
Kenya,121,4.607,8.361,0.4293590869183494,0.779,0.825,0.287,2021
Tunisia,122,4.596,9.266,0.6575241439859523,0.656,0.87,-0.201,2021
Lebanon,123,4.584,9.626,0.6629323968393328,0.525,0.898,-0.073,2021
Namibia,124,4.574,9.161,0.2922212467076382,0.719,0.847,-0.149,2021
Palestinian Territories,125,4.517,8.485,0.48365232660228263,0.653,0.821,-0.163,2021
Myanmar,126,4.426,8.541,0.3801229148375767,0.876,0.66,0.509,2021
Jordan,127,4.395,9.182,0.6504653204565407,0.755,0.705,-0.167,2021
Chad,128,4.355,7.364,0.0,0.579,0.807,0.041,2021
Sri Lanka,129,4.325,9.47,0.6609657594381038,0.841,0.863,0.079,2021
Swaziland,130,4.308,9.065,0.08270412642668996,0.647,0.708,-0.185,2021
Comoros,131,4.289,8.031,0.3115364354697101,0.548,0.781,0.082,2021
Egypt,132,4.283,9.367,0.4748024582967514,0.749,0.795,-0.182,2021
Ethiopia,133,4.275,7.694,0.36951712028094813,0.752,0.761,0.082,2021
Mauritania,134,4.227,8.542,0.30493415276558383,0.561,0.731,-0.106,2021
Madagascar,135,4.208,7.396,0.38022827041264257,0.552,0.803,-0.005,2021
Togo,136,4.107,7.362,0.22602282704126425,0.619,0.772,0.032,2021
Zambia,137,4.073,8.145,0.2574539069359085,0.782,0.823,0.061,2021
Sierra Leone,138,3.849,7.434,0.11143107989464449,0.717,0.866,0.084,2021
India,139,3.819,8.755,0.42686567164179107,0.893,0.774,0.089,2021
Burundi,140,3.775,6.635,0.17285338015803325,0.626,0.607,-0.024,2021
Yemen,141,3.658,7.578,0.30356453028972774,0.602,0.8,-0.147,2021
Tanzania,142,3.623,7.876,0.3343634767339772,0.833,0.577,0.183,2021
Haiti,143,3.615,7.477,0.2536259877085163,0.593,0.721,0.422,2021
Malawi,144,3.6,6.958,0.33257243195785774,0.78,0.729,0.038,2021
Lesotho,145,3.512,7.926,0.007796312554872741,0.715,0.915,-0.131,2021
Botswana,146,3.467,9.782,0.3789640035118524,0.824,0.801,-0.246,2021
Rwanda,147,3.415,7.676,0.4538015803336259,0.897,0.167,0.061,2021
Zimbabwe,148,3.145,7.943,0.27122036874451266,0.677,0.821,-0.047,2021
Afghanistan,149,2.523,7.695,0.14100087796312555,0.382,0.924,-0.102,2021
